Code INSEE,Année,Gagnant réel,Gagnant prédit,Bonne prédiction
23064,2022,Marine LE PEN,Marine LE PEN,True
23065,2022,Marine LE PEN,Marine LE PEN,True
23066,2022,Marine LE PEN,Marine LE PEN,True
23067,2022,Emmanuel MACRON,Emmanuel MACRON,True
23068,2022,Emmanuel MACRON,Emmanuel MACRON,True
23069,2022,Marine LE PEN,Marine LE PEN,True
23070,2022,Marine LE PEN,Marine LE PEN,True
23071,2022,Marine LE PEN,Marine LE PEN,True
23072,2022,Marine LE PEN,Marine LE PEN,True
23073,2022,Marine LE PEN,Marine LE PEN,True
23074,2022,Marine LE PEN,Marine LE PEN,True
