Code INSEE,Année,Gagnant réel,Gagnant prédit,Bonne prédiction
18379,2022,Emmanuel MACRON,Emmanuel MACRON,True
31485,2022,Marine LE PEN,Marine LE PEN,True
17894,2022,Emmanuel MACRON,Emmanuel MACRON,True
2286,2017,Jean-Luc MÉLENCHON,Emmanuel MACRON,False
19430,2017,Marine LE PEN,Marine LE PEN,True
16409,2022,Emmanuel MACRON,Emmanuel MACRON,True
17404,2022,Marine LE PEN,Marine LE PEN,True
25444,2017,François FILLON,Emmanuel MACRON,False
20638,2017,Marine LE PEN,Marine LE PEN,True
33187,2017,Emmanuel MACRON,François FILLON,False
27384,2022,Marine LE PEN,Marine LE PEN,True
13673,2017,Emmanuel MACRON,Emmanuel MACRON,True
19882,2022,Marine LE PEN,Marine LE PEN,True
17130,2017,Emmanuel MACRON,Emmanuel MACRON,True
12431,2022,Marine LE PEN,Marine LE PEN,True
28845,2017,François FILLON,François FILLON,True
28809,2022,Marine LE PEN,Marine LE PEN,True
11069,2017,Jean-Luc MÉLENCHON,Jean-Luc MÉLENCHON,True
609,2022,Marine LE PEN,Marine LE PEN,True
21375,2022,Marine LE PEN,Marine LE PEN,True
8969,2022,Marine LE PEN,Marine LE PEN,True
31972,2017,Marine LE PEN,Marine LE PEN,True
6212,2017,Marine LE PEN,Marine LE PEN,True
27465,2022,Emmanuel MACRON,Emmanuel MACRON,True
26315,2017,Marine LE PEN,Marine LE PEN,True
1990,2017,Marine LE PEN,Marine LE PEN,True
31225,2017,Marine LE PEN,Marine LE PEN,True
15187,2022,Marine LE PEN,Marine LE PEN,True
28408,2017,Marine LE PEN,Marine LE PEN,True
11378,2017,Jean-Luc MÉLENCHON,Jean-Luc MÉLENCHON,True
34125,2022,Marine LE PEN,Marine LE PEN,True
34923,2017,Marine LE PEN,Marine LE PEN,True
6209,2022,Marine LE PEN,Marine LE PEN,True
8741,2017,François FILLON,François FILLON,True
88,2017,Marine LE PEN,Marine LE PEN,True
33695,2017,Emmanuel MACRON,Emmanuel MACRON,True
13696,2022,Marine LE PEN,Marine LE PEN,True
2165,2017,Jean-Luc MÉLENCHON,Jean-Luc MÉLENCHON,True
25346,2017,Emmanuel MACRON,Emmanuel MACRON,True
14493,2017,Emmanuel MACRON,Jean-Luc MÉLENCHON,False
34282,2022,Marine LE PEN,Marine LE PEN,True
7957,2022,Marine LE PEN,Marine LE PEN,True
21979,2022,Emmanuel MACRON,Emmanuel MACRON,True
8458,2022,Marine LE PEN,Marine LE PEN,True
27092,2017,Marine LE PEN,Marine LE PEN,True
3832,2022,Marine LE PEN,Marine LE PEN,True
31006,2022,Emmanuel MACRON,Emmanuel MACRON,True
2043,2022,Marine LE PEN,Marine LE PEN,True
26697,2017,Marine LE PEN,Marine LE PEN,True
14140,2022,Marine LE PEN,Marine LE PEN,True
14597,2017,Marine LE PEN,Marine LE PEN,True
4615,2022,Marine LE PEN,Marine LE PEN,True
13415,2017,Marine LE PEN,Marine LE PEN,True
30936,2017,Marine LE PEN,Marine LE PEN,True
8810,2017,François FILLON,François FILLON,True
15453,2022,Marine LE PEN,Marine LE PEN,True
9091,2017,Jean-Luc MÉLENCHON,Jean-Luc MÉLENCHON,True
26390,2017,Marine LE PEN,Marine LE PEN,True
29560,2017,Marine LE PEN,Marine LE PEN,True
25094,2022,Emmanuel MACRON,Emmanuel MACRON,True
5346,2017,Marine LE PEN,Marine LE PEN,True
31963,2022,Marine LE PEN,Marine LE PEN,True
30628,2022,Marine LE PEN,Marine LE PEN,True
936,2017,Marine LE PEN,Marine LE PEN,True
11824,2022,Marine LE PEN,Marine LE PEN,True
25963,2017,Emmanuel MACRON,Emmanuel MACRON,True
11128,2017,Marine LE PEN,Marine LE PEN,True
24151,2017,Marine LE PEN,Marine LE PEN,True
24622,2022,Marine LE PEN,Marine LE PEN,True
6334,2022,Marine LE PEN,Marine LE PEN,True
19376,2022,Marine LE PEN,Marine LE PEN,True
10679,2017,Emmanuel MACRON,Emmanuel MACRON,True
16635,2022,Emmanuel MACRON,Emmanuel MACRON,True
15276,2022,Jean LASSALLE,Emmanuel MACRON,False
9944,2022,Marine LE PEN,Marine LE PEN,True
34090,2022,Emmanuel MACRON,Emmanuel MACRON,True
32124,2017,Marine LE PEN,Marine LE PEN,True
26448,2017,Marine LE PEN,Marine LE PEN,True
31689,2017,Marine LE PEN,Marine LE PEN,True
25684,2022,Jean LASSALLE,Emmanuel MACRON,False
1858,2022,Marine LE PEN,Marine LE PEN,True
17834,2017,Emmanuel MACRON,Emmanuel MACRON,True
127,2017,Emmanuel MACRON,Emmanuel MACRON,True
6081,2022,Marine LE PEN,Marine LE PEN,True
985,2017,Marine LE PEN,Marine LE PEN,True
33509,2022,Marine LE PEN,Marine LE PEN,True
22848,2017,Marine LE PEN,Marine LE PEN,True
11859,2022,Marine LE PEN,Marine LE PEN,True
35002,2017,Emmanuel MACRON,Emmanuel MACRON,True
12722,2022,Marine LE PEN,Marine LE PEN,True
29649,2017,Marine LE PEN,Marine LE PEN,True
12739,2022,Marine LE PEN,Marine LE PEN,True
3702,2017,Jean-Luc MÉLENCHON,Jean-Luc MÉLENCHON,True
25641,2022,Jean LASSALLE,Emmanuel MACRON,False
3208,2017,Marine LE PEN,Marine LE PEN,True
5325,2022,Emmanuel MACRON,Emmanuel MACRON,True
20576,2017,Marine LE PEN,Marine LE PEN,True
8662,2022,Emmanuel MACRON,Emmanuel MACRON,True
25215,2017,François FILLON,Emmanuel MACRON,False
32649,2022,Marine LE PEN,Marine LE PEN,True
9896,2017,Emmanuel MACRON,Emmanuel MACRON,True
31046,2017,François FILLON,François FILLON,True
176,2017,Jean-Luc MÉLENCHON,François FILLON,False
11350,2017,Marine LE PEN,Marine LE PEN,True
625,2017,Marine LE PEN,Marine LE PEN,True
7119,2022,Jean-Luc MÉLENCHON,Emmanuel MACRON,False
1213,2017,Jean-Luc MÉLENCHON,Emmanuel MACRON,False
16806,2022,Emmanuel MACRON,Emmanuel MACRON,True
9144,2022,Marine LE PEN,Marine LE PEN,True
1246,2017,Emmanuel MACRON,François FILLON,False
1879,2017,Emmanuel MACRON,Jean-Luc MÉLENCHON,False
18796,2022,Marine LE PEN,Marine LE PEN,True
27415,2022,Emmanuel MACRON,Emmanuel MACRON,True
22281,2022,Marine LE PEN,Marine LE PEN,True
24014,2017,Marine LE PEN,Marine LE PEN,True
7433,2022,Emmanuel MACRON,Emmanuel MACRON,True
13591,2022,Emmanuel MACRON,Emmanuel MACRON,True
5602,2017,Emmanuel MACRON,Emmanuel MACRON,True
24564,2017,Marine LE PEN,Marine LE PEN,True
11785,2022,Jean-Luc MÉLENCHON,Emmanuel MACRON,False
20668,2022,Marine LE PEN,Marine LE PEN,True
4894,2017,Marine LE PEN,Marine LE PEN,True
26782,2017,Marine LE PEN,Marine LE PEN,True
831,2017,Marine LE PEN,Marine LE PEN,True
5041,2022,Emmanuel MACRON,Emmanuel MACRON,True
30582,2022,Marine LE PEN,Marine LE PEN,True
1809,2022,Jean-Luc MÉLENCHON,Jean-Luc MÉLENCHON,True
33090,2017,Marine LE PEN,Marine LE PEN,True
23165,2022,Marine LE PEN,Marine LE PEN,True
12674,2022,Emmanuel MACRON,Emmanuel MACRON,True
28847,2022,Emmanuel MACRON,Emmanuel MACRON,True
10980,2017,Marine LE PEN,Marine LE PEN,True
7418,2022,Emmanuel MACRON,Emmanuel MACRON,True
21192,2017,Marine LE PEN,Marine LE PEN,True
28653,2022,Marine LE PEN,Marine LE PEN,True
28234,2017,Emmanuel MACRON,Emmanuel MACRON,True
26007,2017,Jean-Luc MÉLENCHON,Emmanuel MACRON,False
22401,2022,Marine LE PEN,Marine LE PEN,True
20127,2022,Jean-Luc MÉLENCHON,Emmanuel MACRON,False
11126,2017,Marine LE PEN,Marine LE PEN,True
10905,2022,Marine LE PEN,Marine LE PEN,True
32343,2017,François FILLON,Emmanuel MACRON,False
17584,2022,Marine LE PEN,Marine LE PEN,True
34187,2022,Emmanuel MACRON,Emmanuel MACRON,True
20794,2022,Marine LE PEN,Marine LE PEN,True
25265,2022,Jean LASSALLE,Emmanuel MACRON,False
31140,2017,Jean-Luc MÉLENCHON,Emmanuel MACRON,False
11066,2022,Marine LE PEN,Marine LE PEN,True
14322,2017,François FILLON,Emmanuel MACRON,False
28615,2022,Jean-Luc MÉLENCHON,Emmanuel MACRON,False
13375,2017,Emmanuel MACRON,Emmanuel MACRON,True
10403,2017,Marine LE PEN,Marine LE PEN,True
28324,2017,Emmanuel MACRON,François FILLON,False
24995,2017,Emmanuel MACRON,Emmanuel MACRON,True
32151,2022,Marine LE PEN,Marine LE PEN,True
128,2017,Marine LE PEN,Marine LE PEN,True
3932,2022,Jean-Luc MÉLENCHON,Jean-Luc MÉLENCHON,True
12816,2017,Marine LE PEN,Marine LE PEN,True
6738,2022,Emmanuel MACRON,Emmanuel MACRON,True
24322,2022,Marine LE PEN,Marine LE PEN,True
6176,2017,Marine LE PEN,Marine LE PEN,True
17192,2017,Emmanuel MACRON,Jean-Luc MÉLENCHON,False
8288,2022,Emmanuel MACRON,Emmanuel MACRON,True
26237,2022,Marine LE PEN,Marine LE PEN,True
17666,2022,Emmanuel MACRON,Jean-Luc MÉLENCHON,False
31727,2017,Marine LE PEN,Marine LE PEN,True
9083,2022,Emmanuel MACRON,Jean-Luc MÉLENCHON,False
3512,2022,Emmanuel MACRON,Emmanuel MACRON,True
1685,2017,Jean-Luc MÉLENCHON,Jean-Luc MÉLENCHON,True
6164,2022,Marine LE PEN,Marine LE PEN,True
29635,2022,Emmanuel MACRON,Emmanuel MACRON,True
25049,2017,François FILLON,Emmanuel MACRON,False
19720,2022,Emmanuel MACRON,Emmanuel MACRON,True
34355,2022,Marine LE PEN,Marine LE PEN,True
26134,2017,Jean-Luc MÉLENCHON,Emmanuel MACRON,False
6643,2022,Jean-Luc MÉLENCHON,Emmanuel MACRON,False
13094,2022,Jean-Luc MÉLENCHON,Jean-Luc MÉLENCHON,True
8387,2022,Marine LE PEN,Marine LE PEN,True
6984,2022,Marine LE PEN,Marine LE PEN,True
24393,2017,Marine LE PEN,Marine LE PEN,True
10482,2017,Emmanuel MACRON,Emmanuel MACRON,True
6037,2017,Emmanuel MACRON,Emmanuel MACRON,True
29208,2022,Emmanuel MACRON,Emmanuel MACRON,True
8628,2017,Emmanuel MACRON,Emmanuel MACRON,True
9151,2017,Marine LE PEN,Marine LE PEN,True
16174,2017,Marine LE PEN,Marine LE PEN,True
25343,2017,Jean-Luc MÉLENCHON,Emmanuel MACRON,False
22474,2017,Marine LE PEN,Marine LE PEN,True
21298,2022,Emmanuel MACRON,Emmanuel MACRON,True
1688,2022,Marine LE PEN,Marine LE PEN,True
20011,2022,Marine LE PEN,Marine LE PEN,True
18046,2022,Emmanuel MACRON,Emmanuel MACRON,True
8909,2022,Marine LE PEN,Marine LE PEN,True
12217,2022,Jean-Luc MÉLENCHON,Emmanuel MACRON,False
8795,2022,Emmanuel MACRON,Emmanuel MACRON,True
7224,2022,Emmanuel MACRON,Emmanuel MACRON,True
30522,2017,Marine LE PEN,Marine LE PEN,True
23316,2022,Marine LE PEN,Marine LE PEN,True
20288,2017,François FILLON,François FILLON,True
14172,2017,Marine LE PEN,Marine LE PEN,True
29280,2017,Marine LE PEN,Marine LE PEN,True
17370,2022,Emmanuel MACRON,Emmanuel MACRON,True
6508,2022,Marine LE PEN,Marine LE PEN,True
31936,2017,Marine LE PEN,Marine LE PEN,True
7517,2017,Emmanuel MACRON,Emmanuel MACRON,True
23204,2022,Marine LE PEN,Marine LE PEN,True
7341,2022,Marine LE PEN,Marine LE PEN,True
34957,2022,Emmanuel MACRON,Emmanuel MACRON,True
3988,2022,Marine LE PEN,Marine LE PEN,True
29089,2022,Emmanuel MACRON,Emmanuel MACRON,True
27733,2022,Marine LE PEN,Marine LE PEN,True
17768,2022,Emmanuel MACRON,Emmanuel MACRON,True
26152,2017,Marine LE PEN,Marine LE PEN,True
25315,2017,Emmanuel MACRON,Emmanuel MACRON,True
19356,2017,Marine LE PEN,Marine LE PEN,True
34368,2022,Marine LE PEN,Marine LE PEN,True
21171,2022,Marine LE PEN,Marine LE PEN,True
15024,2017,Marine LE PEN,Marine LE PEN,True
27014,2017,Marine LE PEN,Marine LE PEN,True
29403,2022,Emmanuel MACRON,Emmanuel MACRON,True
501,2017,Marine LE PEN,Marine LE PEN,True
27359,2017,François FILLON,Emmanuel MACRON,False
9486,2017,François FILLON,François FILLON,True
19550,2017,François FILLON,François FILLON,True
22494,2022,Emmanuel MACRON,Emmanuel MACRON,True
20078,2017,Marine LE PEN,Marine LE PEN,True
20694,2017,Marine LE PEN,Marine LE PEN,True
19344,2017,Marine LE PEN,Marine LE PEN,True
880,2022,Marine LE PEN,Marine LE PEN,True
8577,2022,Emmanuel MACRON,Emmanuel MACRON,True
10610,2022,Emmanuel MACRON,Emmanuel MACRON,True
28474,2017,François FILLON,Emmanuel MACRON,False
5301,2022,Marine LE PEN,Marine LE PEN,True
16969,2022,Jean-Luc MÉLENCHON,Emmanuel MACRON,False
28728,2022,Marine LE PEN,Marine LE PEN,True
29461,2017,Marine LE PEN,Marine LE PEN,True
9142,2017,Jean-Luc MÉLENCHON,Jean-Luc MÉLENCHON,True
12074,2022,Marine LE PEN,Marine LE PEN,True
18316,2017,Emmanuel MACRON,Emmanuel MACRON,True
26311,2022,Emmanuel MACRON,Jean-Luc MÉLENCHON,False
5463,2022,Emmanuel MACRON,Emmanuel MACRON,True
11545,2022,Emmanuel MACRON,Emmanuel MACRON,True
28635,2022,Marine LE PEN,Marine LE PEN,True
829,2022,Marine LE PEN,Marine LE PEN,True
23511,2017,Marine LE PEN,Marine LE PEN,True
12855,2017,Jean-Luc MÉLENCHON,François FILLON,False
1894,2022,Marine LE PEN,Marine LE PEN,True
18144,2017,François FILLON,François FILLON,True
26736,2022,Emmanuel MACRON,Emmanuel MACRON,True
14522,2022,Emmanuel MACRON,Emmanuel MACRON,True
17306,2022,Marine LE PEN,Marine LE PEN,True
31135,2022,Jean-Luc MÉLENCHON,Emmanuel MACRON,False
5772,2022,Emmanuel MACRON,Emmanuel MACRON,True
34807,2017,Emmanuel MACRON,Emmanuel MACRON,True
15534,2017,Emmanuel MACRON,Emmanuel MACRON,True
24393,2022,Emmanuel MACRON,Emmanuel MACRON,True
10171,2022,Marine LE PEN,Marine LE PEN,True
274,2017,Marine LE PEN,Marine LE PEN,True
17314,2022,Marine LE PEN,Marine LE PEN,True
14071,2017,Marine LE PEN,Marine LE PEN,True
4566,2022,Marine LE PEN,Marine LE PEN,True
19651,2017,François FILLON,François FILLON,True
19671,2022,Marine LE PEN,Marine LE PEN,True
33813,2017,Marine LE PEN,Marine LE PEN,True
16366,2022,Emmanuel MACRON,Emmanuel MACRON,True
5642,2022,Marine LE PEN,Marine LE PEN,True
27021,2017,Marine LE PEN,Marine LE PEN,True
19263,2017,Marine LE PEN,Marine LE PEN,True
34569,2017,Marine LE PEN,Marine LE PEN,True
15617,2022,Marine LE PEN,Marine LE PEN,True
14759,2017,Marine LE PEN,Marine LE PEN,True
6206,2017,François FILLON,François FILLON,True
11758,2022,Emmanuel MACRON,Emmanuel MACRON,True
12680,2017,Marine LE PEN,Marine LE PEN,True
33072,2017,François FILLON,Emmanuel MACRON,False
12067,2022,Jean-Luc MÉLENCHON,Emmanuel MACRON,False
9736,2022,Marine LE PEN,Marine LE PEN,True
33352,2017,François FILLON,François FILLON,True
21740,2017,Marine LE PEN,Marine LE PEN,True
27970,2022,Marine LE PEN,Marine LE PEN,True
15891,2022,Marine LE PEN,Marine LE PEN,True
25809,2022,Jean-Luc MÉLENCHON,Emmanuel MACRON,False
18467,2017,Marine LE PEN,Marine LE PEN,True
27986,2022,Marine LE PEN,Marine LE PEN,True
32710,2022,Emmanuel MACRON,Emmanuel MACRON,True
4990,2017,François FILLON,Emmanuel MACRON,False
9247,2017,Emmanuel MACRON,Emmanuel MACRON,True
7314,2017,Marine LE PEN,Marine LE PEN,True
9865,2022,Marine LE PEN,Marine LE PEN,True
18988,2022,Marine LE PEN,Marine LE PEN,True
18656,2022,Marine LE PEN,Marine LE PEN,True
23518,2017,François FILLON,François FILLON,True
18701,2017,Marine LE PEN,Marine LE PEN,True
34697,2022,Marine LE PEN,Marine LE PEN,True
9627,2017,Marine LE PEN,Marine LE PEN,True
1343,2022,Emmanuel MACRON,Emmanuel MACRON,True
22966,2022,Marine LE PEN,Marine LE PEN,True
29292,2022,Emmanuel MACRON,Emmanuel MACRON,True
1939,2022,Marine LE PEN,Marine LE PEN,True
5106,2022,Emmanuel MACRON,Emmanuel MACRON,True
24691,2022,Marine LE PEN,Marine LE PEN,True
26685,2017,Marine LE PEN,Marine LE PEN,True
28421,2022,Marine LE PEN,Marine LE PEN,True
3958,2022,Marine LE PEN,Marine LE PEN,True
19117,2022,Emmanuel MACRON,Emmanuel MACRON,True
3137,2017,Emmanuel MACRON,Jean-Luc MÉLENCHON,False
28946,2017,Marine LE PEN,Marine LE PEN,True
6371,2017,Emmanuel MACRON,François FILLON,False
15041,2017,Jean-Luc MÉLENCHON,Emmanuel MACRON,False
9821,2017,Marine LE PEN,Marine LE PEN,True
17186,2022,Jean-Luc MÉLENCHON,Emmanuel MACRON,False
16617,2022,Emmanuel MACRON,Emmanuel MACRON,True
34325,2022,Marine LE PEN,Marine LE PEN,True
6134,2022,Marine LE PEN,Marine LE PEN,True
495,2022,Marine LE PEN,Marine LE PEN,True
18827,2022,Marine LE PEN,Marine LE PEN,True
26334,2017,Marine LE PEN,Marine LE PEN,True
32857,2022,Éric ZEMMOUR,Emmanuel MACRON,False
18129,2022,Emmanuel MACRON,Emmanuel MACRON,True
989,2022,Marine LE PEN,Marine LE PEN,True
16365,2022,Marine LE PEN,Marine LE PEN,True
12154,2022,Emmanuel MACRON,Emmanuel MACRON,True
10696,2022,Jean-Luc MÉLENCHON,Emmanuel MACRON,False
7564,2022,Emmanuel MACRON,Emmanuel MACRON,True
4092,2017,François FILLON,Emmanuel MACRON,False
35256,2022,Emmanuel MACRON,Emmanuel MACRON,True
14885,2017,Marine LE PEN,Marine LE PEN,True
20826,2017,Marine LE PEN,Marine LE PEN,True
24780,2022,Emmanuel MACRON,Emmanuel MACRON,True
19423,2022,Emmanuel MACRON,Emmanuel MACRON,True
16757,2017,Marine LE PEN,Marine LE PEN,True
26366,2017,Marine LE PEN,Marine LE PEN,True
6670,2017,François FILLON,François FILLON,True
4801,2017,François FILLON,François FILLON,True
22988,2017,Marine LE PEN,Marine LE PEN,True
5611,2017,Emmanuel MACRON,Emmanuel MACRON,True
7312,2017,Marine LE PEN,Marine LE PEN,True
9633,2017,Marine LE PEN,Marine LE PEN,True
15600,2017,Marine LE PEN,Marine LE PEN,True
29629,2022,Marine LE PEN,Marine LE PEN,True
2638,2017,Marine LE PEN,Marine LE PEN,True
24433,2022,Marine LE PEN,Marine LE PEN,True
23940,2022,Emmanuel MACRON,Emmanuel MACRON,True
22528,2022,Marine LE PEN,Marine LE PEN,True
25527,2022,Emmanuel MACRON,Emmanuel MACRON,True
17758,2017,Emmanuel MACRON,Jean-Luc MÉLENCHON,False
14643,2022,Marine LE PEN,Marine LE PEN,True
28027,2017,Marine LE PEN,Marine LE PEN,True
23900,2022,Emmanuel MACRON,Emmanuel MACRON,True
10479,2017,Emmanuel MACRON,Emmanuel MACRON,True
28760,2022,Emmanuel MACRON,Emmanuel MACRON,True
32812,2017,Marine LE PEN,Marine LE PEN,True
20100,2022,Marine LE PEN,Marine LE PEN,True
31896,2017,Marine LE PEN,Marine LE PEN,True
24661,2022,Marine LE PEN,Marine LE PEN,True
16133,2017,Marine LE PEN,Marine LE PEN,True
25472,2022,Marine LE PEN,Marine LE PEN,True
12875,2022,Marine LE PEN,Marine LE PEN,True
23132,2022,Marine LE PEN,Marine LE PEN,True
19232,2022,Marine LE PEN,Marine LE PEN,True
9931,2017,Marine LE PEN,Marine LE PEN,True
6079,2022,Marine LE PEN,Marine LE PEN,True
33456,2022,Marine LE PEN,Marine LE PEN,True
27991,2017,Emmanuel MACRON,Emmanuel MACRON,True
32457,2017,Marine LE PEN,Marine LE PEN,True
402,2022,Emmanuel MACRON,Emmanuel MACRON,True
18293,2017,Emmanuel MACRON,Emmanuel MACRON,True
4682,2022,Marine LE PEN,Marine LE PEN,True
12351,2022,Marine LE PEN,Marine LE PEN,True
14857,2022,Emmanuel MACRON,Emmanuel MACRON,True
10994,2022,Emmanuel MACRON,Emmanuel MACRON,True
20494,2017,Marine LE PEN,Marine LE PEN,True
32368,2017,François FILLON,Emmanuel MACRON,False
1219,2022,Emmanuel MACRON,Emmanuel MACRON,True
15580,2022,Marine LE PEN,Marine LE PEN,True
11373,2022,Jean-Luc MÉLENCHON,Jean-Luc MÉLENCHON,True
21245,2017,Emmanuel MACRON,Emmanuel MACRON,True
22862,2017,Marine LE PEN,Marine LE PEN,True
6078,2022,Marine LE PEN,Marine LE PEN,True
6431,2017,Jean-Luc MÉLENCHON,Emmanuel MACRON,False
14378,2022,Emmanuel MACRON,Emmanuel MACRON,True
9847,2022,Marine LE PEN,Marine LE PEN,True
2782,2017,Nicolas DUPONT-AIGNAN,François FILLON,False
13557,2022,Jean-Luc MÉLENCHON,Emmanuel MACRON,False
21840,2017,Marine LE PEN,Marine LE PEN,True
13994,2017,Marine LE PEN,Marine LE PEN,True
1665,2022,Jean-Luc MÉLENCHON,Jean-Luc MÉLENCHON,True
19480,2022,Marine LE PEN,Marine LE PEN,True
24456,2022,Marine LE PEN,Marine LE PEN,True
27002,2017,Marine LE PEN,Marine LE PEN,True
8720,2022,Marine LE PEN,Marine LE PEN,True
22837,2017,Marine LE PEN,Marine LE PEN,True
15126,2017,Marine LE PEN,Marine LE PEN,True
32827,2022,Marine LE PEN,Marine LE PEN,True
25234,2017,Jean LASSALLE,Emmanuel MACRON,False
431,2017,Marine LE PEN,Marine LE PEN,True
9574,2017,Marine LE PEN,Marine LE PEN,True
5158,2017,François FILLON,Emmanuel MACRON,False
29614,2022,Emmanuel MACRON,Emmanuel MACRON,True
8774,2022,Marine LE PEN,Marine LE PEN,True
31209,2022,Emmanuel MACRON,Emmanuel MACRON,True
14179,2022,Emmanuel MACRON,Emmanuel MACRON,True
16258,2022,Marine LE PEN,Marine LE PEN,True
14771,2017,Jean-Luc MÉLENCHON,François FILLON,False
1165,2017,Marine LE PEN,Marine LE PEN,True
27724,2022,Marine LE PEN,Marine LE PEN,True
7514,2017,Emmanuel MACRON,Emmanuel MACRON,True
26343,2017,Emmanuel MACRON,Jean-Luc MÉLENCHON,False
34459,2022,Marine LE PEN,Marine LE PEN,True
6138,2022,Emmanuel MACRON,Emmanuel MACRON,True
26589,2022,Emmanuel MACRON,Emmanuel MACRON,True
27513,2022,Marine LE PEN,Marine LE PEN,True
25517,2022,Jean LASSALLE,Emmanuel MACRON,False
32150,2017,François FILLON,François FILLON,True
2904,2022,Jean-Luc MÉLENCHON,Jean-Luc MÉLENCHON,True
22313,2017,Jean-Luc MÉLENCHON,Jean-Luc MÉLENCHON,True
27330,2022,Emmanuel MACRON,Emmanuel MACRON,True
27722,2017,Emmanuel MACRON,François FILLON,False
25128,2017,Jean-Luc MÉLENCHON,François FILLON,False
7831,2022,Marine LE PEN,Marine LE PEN,True
11431,2017,Emmanuel MACRON,Emmanuel MACRON,True
13507,2017,Emmanuel MACRON,Emmanuel MACRON,True
13116,2017,Emmanuel MACRON,Jean-Luc MÉLENCHON,False
17058,2017,Emmanuel MACRON,Emmanuel MACRON,True
23401,2022,Marine LE PEN,Marine LE PEN,True
32130,2017,Marine LE PEN,Marine LE PEN,True
18083,2017,Marine LE PEN,Marine LE PEN,True
28259,2022,Marine LE PEN,Marine LE PEN,True
19358,2022,Marine LE PEN,Marine LE PEN,True
19748,2022,Marine LE PEN,Marine LE PEN,True
25470,2022,Jean LASSALLE,Emmanuel MACRON,False
22069,2022,Emmanuel MACRON,Emmanuel MACRON,True
19254,2022,Emmanuel MACRON,Emmanuel MACRON,True
15124,2017,Marine LE PEN,Marine LE PEN,True
33418,2017,Marine LE PEN,Marine LE PEN,True
32717,2017,Marine LE PEN,Marine LE PEN,True
19955,2017,François FILLON,François FILLON,True
34742,2017,Marine LE PEN,Marine LE PEN,True
8423,2017,François FILLON,François FILLON,True
12980,2017,Jean-Luc MÉLENCHON,Emmanuel MACRON,False
8173,2022,Marine LE PEN,Marine LE PEN,True
6195,2017,Marine LE PEN,Marine LE PEN,True
22184,2022,Marine LE PEN,Marine LE PEN,True
26421,2017,Marine LE PEN,Marine LE PEN,True
25058,2022,Emmanuel MACRON,Emmanuel MACRON,True
6586,2017,Emmanuel MACRON,Emmanuel MACRON,True
21501,2017,Marine LE PEN,Marine LE PEN,True
3629,2022,Jean-Luc MÉLENCHON,Jean-Luc MÉLENCHON,True
18099,2017,Emmanuel MACRON,Emmanuel MACRON,True
13804,2017,François FILLON,François FILLON,True
28251,2017,Marine LE PEN,Marine LE PEN,True
3944,2017,Jean-Luc MÉLENCHON,Jean-Luc MÉLENCHON,True
25098,2022,Jean-Luc MÉLENCHON,Emmanuel MACRON,False
30620,2022,Marine LE PEN,Marine LE PEN,True
4057,2017,Jean-Luc MÉLENCHON,Emmanuel MACRON,False
1845,2022,Emmanuel MACRON,Emmanuel MACRON,True
1436,2022,Éric ZEMMOUR,Emmanuel MACRON,False
31039,2017,Emmanuel MACRON,Emmanuel MACRON,True
9863,2017,Marine LE PEN,Marine LE PEN,True
8058,2022,Emmanuel MACRON,Emmanuel MACRON,True
15963,2017,Emmanuel MACRON,Emmanuel MACRON,True
1443,2017,Marine LE PEN,Marine LE PEN,True
26639,2017,Marine LE PEN,Marine LE PEN,True
2110,2022,Jean-Luc MÉLENCHON,Jean-Luc MÉLENCHON,True
22953,2022,Marine LE PEN,Marine LE PEN,True
20210,2022,Marine LE PEN,Marine LE PEN,True
9010,2022,Emmanuel MACRON,Emmanuel MACRON,True
9197,2017,Jean-Luc MÉLENCHON,Jean-Luc MÉLENCHON,True
17644,2017,Marine LE PEN,Marine LE PEN,True
16225,2017,Marine LE PEN,Marine LE PEN,True
30650,2017,Marine LE PEN,Marine LE PEN,True
28305,2022,Emmanuel MACRON,Emmanuel MACRON,True
2487,2022,Marine LE PEN,Marine LE PEN,True
30424,2022,Marine LE PEN,Marine LE PEN,True
32426,2022,Marine LE PEN,Marine LE PEN,True
29791,2022,Emmanuel MACRON,Emmanuel MACRON,True
3000,2017,Jean-Luc MÉLENCHON,Jean-Luc MÉLENCHON,True
16951,2022,Emmanuel MACRON,Emmanuel MACRON,True
15549,2022,Emmanuel MACRON,Emmanuel MACRON,True
1393,2022,Marine LE PEN,Marine LE PEN,True
14574,2017,Jean-Luc MÉLENCHON,Emmanuel MACRON,False
11716,2022,Emmanuel MACRON,Jean-Luc MÉLENCHON,False
3425,2017,Jean-Luc MÉLENCHON,François FILLON,False
1801,2022,Emmanuel MACRON,Emmanuel MACRON,True
27671,2022,Marine LE PEN,Marine LE PEN,True
26901,2017,Marine LE PEN,Marine LE PEN,True
34617,2017,Marine LE PEN,Marine LE PEN,True
14626,2017,Marine LE PEN,Marine LE PEN,True
24251,2022,Emmanuel MACRON,Emmanuel MACRON,True
16286,2017,Marine LE PEN,Marine LE PEN,True
14319,2017,François FILLON,François FILLON,True
4157,2017,Emmanuel MACRON,Emmanuel MACRON,True
3799,2017,Marine LE PEN,Marine LE PEN,True
4291,2022,Emmanuel MACRON,Emmanuel MACRON,True
22683,2022,Emmanuel MACRON,Emmanuel MACRON,True
13719,2017,Marine LE PEN,Marine LE PEN,True
23869,2022,Emmanuel MACRON,Emmanuel MACRON,True
3660,2022,Jean-Luc MÉLENCHON,Jean-Luc MÉLENCHON,True
